Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52567655,Fresh Floods (Ponniyin Selvan #1),Kalki Krishnamurthy,"Krishnamurthy, Kalki",Pavithra Srinivasan,"=""9388860020""","=""9789388860024""",5,4.62,ZERO DEGREE PUBLISHING,Paperback,454,2019,1954,2023/04/22,2023/03/28,,,read,"Ponniyin Selvan needs no introduction, and I consider it my good fortune to be born a Tamil and to have access to this literary masterpiece which has been celebrated for decades. While I still couldn't read the book in Tamil, owing to my language gaps, I managed to read an excellent translation by Pavithra Srinivasan. Translating a text of this scale and grandeur takes work. Still, the author did a fantastic job bringing about Kalki's vivid descriptions of the life and times of 10th-century Chozha Nadu alive.<br/><br/>The story itself is a classic and one we've been accustomed to since the times of the Mahabharata. An ailing emperor is at the mercy of his trusted advisors. Although his eldest son has been earmarked as the crown prince, there are conspirators within the Chozha kingdom who want to upset the established order and place one of their own, the king's nephew, as the crown prince. The ailing emperor in question here is Sundara Chozar, his son Aditha Karikalar the crown prince, and the conspirators, the Pazhuvettarayar brothers, and their associates. The title character is the brother of the crown prince, Arunmozhi Varman, who we today celebrate as Rajaraja Choza I. He appears sparingly in this first book. <br/><br/>The beauty of any historical fiction novel is the ability to connect real and lived people and places with a fictitious and often riveting story. While most of the story is narrated from the perspective of the warrior Vanthiyathevan, we also get to see others' views, so it is not strictly a linear narrative. Here, Kalki excels as he transports the reader back in time and place. <br/><br/>Kalki also gives an excellent overview of the history of Chozhas, Pandiyas, and others, the battles they fought, and the structures they built. We also get a deep understanding of the nature of religion, society, festivals, art, and geography of the time. <br/><br/>Book 1 primarily introduces the key characters, the plot to usurp the Chozha kingdom, and the various thrilling adventures of Vanthiyathevan and Azhwarkaddiyan Nambi, the staunch Vaishnavite priest. We slowly discover the true nature of central characters like Nandini and Kundhavai. The book concludes with Parthibendran Pallavan listening to Aditha Karikalan's tumultuous love affair with Nandini. <br/><br/>Onwards to book 2!<br/> ",,,1,0
62058611,"India, Bharat and Pakistan: The Constitutional Journey of a Sandwiched Civilisation",J. Sai Deepak,"Deepak, J. Sai",,"=""9354354521""","=""9789354354526""",5,4.61,Bloomsbury India,Kindle Edition,1140,2022,2022,2023/03/26,2022/10/20,,,read,"J. Sai Deepak has grown in leaps and bounds as a lawyer, a public speaker, and an inspiration for the youth of India, who are increasingly becoming civilizational aware. Adding to that list is his rise as an author and his second book of the Bhārat trilogy (or is it 4 books now?) -  India, Bhārat, and Pakistan is a testament to this. <br/><br/>Continuing from book one, JSD establishes the continuum of Middle Eastern Coloniality in Bhārat after the Mughal empire's decline. It traces events, personalities, and their impacts, ultimately leading to the Partition of India. The book covers the period starting from 1740 all the way until 1924. It gives a dive deep into history, which is often ignored/under-appreciated when we discuss the freedom movement of India. The seeds of what would eventually become Pakistan were not merely a product of the British divide and rule or the Partition of Bengal in 1905. Rather, they were sown as early as the late 18th century. The book also summarily dismisses the notion of ""Ganga-Jamuni tehzeeb,"" or Hindu-Muslim unity and syncretic culture, and disillusions one completely.  <br/><br/>The book is divided into 3 sections. In section 1, we are given an overview of the different Pan-Islamic movements which started in Bhārat post the decline of the Mughal empire. We are introduced to Shah Waliullah Dehlawi, who inspired various leaders to take up Islamic revivalism, most notably Syed Ahmed Barelvi (Wahhabi movement). While the Wahhabi movement is often portrayed as an Independence movement and a fight against the British, closer analysis reveals how it was a movement to re-establish the religious supremacy of Islam in Bhārat. This is evidenced most notably by their absence in the Mutiny of 1857. <br/><br/>After deeply analyzing the different movements, we are introduced to the architect of the two-nation theory Syed Ahmed Khan. Khan recognized the futility of armed jihad against the British, thus embracing ""modernity"" and combining it institutionally with Islamic education, and founded Aligarh Muslim University. This allowed Muslims to retain their consciousness while the Hindu elites became a core part of colonial infrastructure while sacrificing their indigenity on all fronts. Khan was also the first to forge a ""national"" Muslim identity, which had been elusive thus far.<br/><br/>The other important personality in this section is Syed Jamal al-Din al-Afghani. Afghani played a vital role in entrenching the idea of a global ummah and Khilafat, at least two decades before the birth of the Khilafat movement in 1919. This was to reaffirm the concept of a homeland/central authority to which Muslims worldwide would pay allegiance. Thus, Syed Ahmed Khan and Afghani combined to establish Muslim nationalism and pan-Islamism in Bhārat, which led to catastrophic consequences. <br/><br/>Section 2 explores the creation of the Indian National Congress, the events leading to the partition of Bengal in 1905, the ""Safety-valve"" theory of the British in creating the Indian National Congress, the rise of various revolutionaries and revolutionary movements, and the divisions within the Congress itself as Moderates and Extremists (though fluid in nature). We examine how the British took advantage of pre-existing religious, civilizational, and political divides during the Partition of Bengal. <br/><br/>The partition was a significant moment in India's history. The events leading to it saw the rise of several revolutionary movements. To keep these movements in check, under the leadership of A.O. Hume, the Indian National Congress was established. The primary goal was to relieve the angst of the populace and give a voice while remaining under British influence, to render the revolutionary movements moot. Soon, two factions emerged in the Congress, the revolutionaries (comprising Lal-Bal-Pal) and the moderates (with Gokhale, Banerjea, etc.). There couldn't have been a starker difference between the two groups. The Moderates adopted a British loyalist position and only aimed to secure western democracy under the Crown. The Extremists were nationalists in character and demanded complete independence or Purna Swaraj. <br/><br/>This section also details the Muslim league's formation due to Muslim leaders' fears regarding introducing elective components based on constituencies. We have a detailed analysis of the Minto-Morley reforms and later the Montagu-Chelmsford reforms with primary extracts of the various debates and discussions in the annual meetings of the INC, Muslim League, and the British parliament year after year. <br/><br/>There is also a retrospective of the moderates/extremists thought processes when gathering Muslim support and their respective end goals. However, the need to collaborate with the Muslims only backfired as it kept increasing their demand for concessions, thus compromising Hindu interests at every level. <br/><br/>Finally, section 3 elaborates on the reunification of Bengal, the contribution of Bhārat in the First World War, and the rise of the Khilafat Movement and Gandhi as an influential leader. In particular, the gory details of the Moplah riots make for a spine-chilling read. The book details the riots post the Rowlatt act in Jallianwalla Bagh and the massive destruction caused by Muslims due to the Khilafat stand taken by the British. <br/><br/>We also learn about Gandhi as a staunch British loyalist like the Moderates. He opposed the Home Rule Movement and encouraged passive resistance and Hindus to actively participate and contribute to the Khilafat movement. While the Khilafatists were ready to embrace jihad to secure their goals and use Swaraj to hurt the British, Gandhi did not call for complete independence and even limited means of non-violent methods. His decisions and actions lay waste to his being a ""Mahatma."" Ironically, Jinnah was proved right when he openly challenged Gandhi's idea of non-violent means of resistance, claiming that no independence can be achieved without bloodshed.<br/><br/>In conclusion, the author makes it abundantly clear that this period witnessed the rise of Middle Eastern Coloniality combined with European Coloniality. Bhārat was severely limited in dealing with it due to its dual consciousness. Thus, any reading or interpretation of the independent Bhārat's constitution must consider this history.",,,1,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",4,4.06,Broadway Books,Kindle Edition,352,2018,2004,2022/10/17,2016/12/31,,,read,"When we hear 'Genghis Khan,' it brings different images to one's mind, with most depictions portraying him as a fierce warrior and ruthless tyrant from Mongolia who, at one point in time, ruled the world. We think of the thousands of people he butchered, the vast swathes of territories he conquered, and the influence he has on the planet to this day, with 1 in 200 people alive today still considered his direct descendants. But history, as we all know, is never black or white and is ridden with plots and sub-plots and inexplicable nuances which alter its course. And nowhere is this more self-evident than when we read about Temujin Khan (who later became Genghis Khan) and the Mongols and who they really were in this fascinating commentary by Jack Weatherford.<br/><br/>To begin with, what the Mongols achieved as a military civilization is most likely unsurpassed by any other empire/kingdom. In 25 years, the Mongol army subjugated more lands and people than the Romans had conquered in four hundred years. As a measure of the total area occupied, number of people defeated or countries annexed, Genghis Khan conquered more than twice any other man in history. And he achieved all this with a tribe of under a million people and warriors just numbering a hundred thousand. <br/><br/>Khan's military tactics were unique and impressive, and they relied heavily on their fleet of horses during execution. They could easily ride and fight even on frozen rivers and lakes. They also split into two camps, first drawing the enemy and spreading them thinly before launching a swift and brutal attack to subjugate them.<br/><br/>More importantly, they used propaganda very effectively. The terror in people's minds and hearts when they heard the word ""Mongols"" did more damage to their morale than anything else. They inflated the number of people killed in battle and the gruesome way they did it, weakening the enemy even before lifting their swords.<br/><br/>Genghis Khan and his descendants ruled from Europe to Korea, Siberia to India, Vietnam to Hungary, and China to Persia. The scale and scope of his achievements escape any logic or reason. <br/><br/>But there is so much more about the Mongols and Genghis Khan, buried in the sands of time. And it is this journey of the great Khan and his descendants that the author narrates. From his birth to his rise as a tribal leader and, ultimately, a warrior who fiercely fought for his people's safety. His children and grandchildren continued to expand his territories on the firm foundation he established while possibly establishing the first global order based on free trade, single international law, and a universal alphabet to write in all languages.<br/><br/>Khan was fierce and challenged the notions and conventions of his tribe. He smashed the privileges-by-birth system and built one based on merit and loyalty. He also lowered taxes for the public and abolished them for doctors, priests, and educational institutions. He established a census and created the international postal system. And he was not an emperor who conquered for wealth, and all the goods and gold he got from wars were evenly distributed among his folk. The Mongols and Khan were animists and believed in the ultimate supreme law of the Eternal Blue Sky and his spirit banner, which applied to all people. They were egalitarian and secular in their outlook toward all religions. He also abolished torture, refused to hold hostages, and instead instituted the practice of diplomatic immunity for ambassadors end envoys. Those who attacked Mongol ambassadors, though, were brutally eviscerated.<br/><br/>Mongols gave a lot of importance to artists, scientists, astronomers, and men of wisdom in all places they conquered. They realized their value and had a practical outlook toward the conquered territories and their subjects. As the Mongol empire grew over centuries, this exchange of ideas, information, trade, culture, and practices across civilizations and religions gave birth to many innovations in finance, medicine, science, literature, industry, and so on.<br/><br/>The downfall of the Mongols was triggered not by a conquering enemy but rather by a virus - the Black Plague. The plague wreaked havoc across the length and breadth of the Mongol empire, killing millions in the process, diminishing their military strength, and reducing them to trading kingdoms. Eventually, other claimants, like Timur, usurped the Mongol territories while vehemently claiming their descent from the Great Khan to showcase their legitimacy and strength to the public. The Mughals who invaded and ruled India also were descendants of the Mongols.<br/><br/>The Mongols significantly influenced every aspect of Eastern and European life, including technology, warfare, clothing, etc. But, the rise of Europe as a superpower post the 18th century was a blow to the legacy of the Mongols as they were systematically removed from collective memory, with their glowing achievements laying forgotten and their alleged crimes and brutality greatly magnified. This was mainly the result of 19th-century scientists who wanted to show the inferiority of Asian and Eastern populations, even classifying them as Mongoloid. Ultimately, Mongols came to represent failure, barbarity, and uncouthness, becoming a scapegoat for individual and nationalistic shortcomings. <br/><br/>Later in the 20th century, the revisionist history of the Mongols began. It had unlikely champions like Nehru, for example. The author and like-minded folks were part of this revival and went through rigorous and physical hardships to recover the most crucial document telling the story of the Mongols from their own perspective. Known as ""The Secret History of the Mongols,"" it is what forms the foundation of this book.<br/><br/>One cannot narrate the history of humans and civilizations without prominently featuring Genghis Khan and the Mongols. They've withstood the test of time through all their triumphs and failures. ",,,1,0
18490618,Ardor,Roberto Calasso,"Calasso, Roberto",Richard Dixon,"=""0374182310""","=""9780374182311""",0,4.41,"Farrar, Straus and Giroux",Hardcover,432,2014,2010,,2022/09/21,to-read,to-read (#57),to-read,,,,0,0
50738961,Sixteen Stormy Days: The Story of the First Amendment of the Constitution of India,Tripurdaman Singh,"Singh, Tripurdaman",,"=""0670092878""","=""9780670092871""",0,4.15,Penguin Random House India,Hardcover,288,2020,,,2022/06/20,to-read,to-read (#56),to-read,,,,0,0
29386796,"Europe, India, and the Limits of Secularism",Jakob De Roover,"Roover, Jakob De",,"=""0199460973""","=""9780199460977""",0,4.46,Oxford Up,Paperback,296,2016,,,2022/06/20,to-read,to-read (#55),to-read,,,,0,0
61261151,The Eternal Feminine,Dr Alok Pandey,"Pandey, Dr Alok",,"=""8194954770""","=""9788194954774""",0,4.67,Kali (An imprint of BluOne Ink),Paperback,360,2022,,,2022/06/19,to-read,to-read (#54),to-read,,,,0,0
60985124,"Dravidian Maya: Lies, Deception And Collaboration (Dravida Mayai #1)",Subbu,"Subbu, Subbu",,"=""9383826401""","=""9789383826407""",0,4.48,RARE Publications,Paperback,240,2022,2010,,2022/06/11,to-read,to-read (#53),to-read,,,,0,0
5854,An Area of Darkness: A Discovery of India,V.S. Naipaul,"Naipaul, V.S.",,"=""0375708359""","=""9780375708350""",0,3.68,Vintage,Paperback,304,2002,1964,,2022/05/30,to-read,to-read (#52),to-read,,,,0,0
5847,India: A Wounded Civilization,V.S. Naipaul,"Naipaul, V.S.",,"=""1400030757""","=""9781400030750""",0,3.72,Vintage Books,Paperback,180,2003,1976,,2022/05/30,to-read,to-read (#51),to-read,,,,0,0
55676,India: A Million Mutinies Now,V.S. Naipaul,"Naipaul, V.S.",,"=""0140156801""","=""9780140156805""",0,3.95,Penguin Books,Paperback,480,1992,1990,,2022/05/30,to-read,to-read (#50),to-read,,,,0,0
33980250,The Indian Trilogy,V.S. Naipaul,"Naipaul, V.S.",Paul Theroux,"=""1509852387""","=""9781509852383""",0,4.64,Pan Macmillan India,Kindle Edition,985,2016,,,2022/05/30,to-read,to-read (#49),to-read,,,,0,0
51150434,Why I am an Atheist,Bhagat Singh,"Singh, Bhagat",,"=""9389157862""","=""9789389157864""",3,4.43,DIGITAL FIRE,Kindle Edition,160,2019,1931,2022/05/20,2022/05/09,,,read,"Why I am an Atheist is a short essay written by Bhagat Singh where he talks about his journey to becoming an atheist. Although he grew up in a religious household, his time in college during the non-cooperation movement made him skeptical about the existence of God. By reading further, he strengthened his conviction until he finally convinced himself that there does not exist an omnipresent supreme being who created and controlled the universe. <br/><br/>Singh makes some basic arguments about why such a God cannot exist by drawing parallels with the suffering and destruction and unfairness in life and that a benevolent God wouldn't let these happen in the first place. He also thinks people believed in God and orthodox religion because we've become lethargic and aren't developing the ideas of our ancient thinkers. He emphasizes the importance of reasoning and questioning beliefs. <br/><br/>By reading this essay, one can sense the man's anguish and the difficulties he faced during his lifetime. One must also appreciate that he took on a society that was much more hostile to such ideas at the time and stood by it until his death. However, it does seem that Singh did not have an in-depth understanding of the nature of God, religion, and the nature of life, especially from a Hindu perspective. The existence of an omnipresent, all-knowing, and all-conquering God is mostly an Abrahamic worldview, unlike Dharmic faiths, which are more nature-oriented. Overall, the book is a short window into the thoughts of the revolutionary.",,,1,0
58438453,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,"=""1982115866""","=""9781982115869""",0,4.28,Simon & Schuster,Paperback,560,2022,2021,,2022/05/22,to-read,to-read (#48),to-read,,,,0,0
1032130,Mr. Sampath--the Printer of Malgudi (Phoenix Fiction),R.K. Narayan,"Narayan, R.K.",,"=""0226568393""","=""9780226568393""",3,3.81,University of Chicago Press,Paperback,220,1994,1949,2022/05/09,2022/02/18,,,read,"Mr. Sampath is probably not one of R.K.Narayan's most-loved books. This is because one doesn't connect with the characters, the plot, or the setting it is in, even though it is in the familiar fictional world of Malgudi. However, it does have a few highlights, which made it an interesting read. <br/><br/>For one, the titular character Sampath is introduced through the lens of another character named Srinivas. Sampath is the editor Srinivas stumbles upon to help print his journal ""The Banner"" and pulls through various obstacles to keep the journal afloat. Srinivas's thoughts and echoes form the reader's perspective throughout the book, not Sampath's.<br/><br/>We trace the camaraderie between them, their families' backgrounds, their meetings, and eventually ""The Banner"" being shut down due to unforeseen circumstances. While Srinivas is lost on how to revive his journal, Sampath pivots to the grand vision of setting up a studio and directing a film. How Sampath's character slowly unravels over time and how Srinivas realizes truths about the way of life make up the rest of the story.<br/><br/>There are familiar character sketches, as always. We have an old man set in his ways, a friend of Srinivas lost in thoughts of a dame he saw many years ago, a wife annoyed with her husband's lack of attention, and their kid who's oblivious to the family's distresses. But while they all individually have depth, the story itself lacks it. And, of course, Narayan's inimitable English writing style shines through regardless.<br/><br/>Narayan touches upon aspects of the early post-Independence era very pleasingly, and one does get enchanted by the life and times of people then. He also showcases the caste system, religion, dynamics of relationships, and even mental health through his characters. The simplicity and calmness with which they express themselves do make one thoughtful.",,,1,0
1031200,The Meaning of India,Raja Rao,"Rao, Raja",,"=""8170945542""","=""9788170945543""",0,3.90,Vision Books,Paperback,204,2007,1996,,2022/02/16,to-read,to-read (#47),to-read,,,,0,0
57053700,The English Medium Myth : Dismantling Barriers to India's Growth,Sankrant Sanu,"Sanu, Sankrant",,"=""""","=""""",4,4.49,,Kindle Edition,150,2021,2014,2022/02/13,2022/01/23,,,read,"The role of language in shaping culture and civilizational progress is well documented across time and place. India, in particular, has immense diversity when it comes to language and dialects, which have existed for millennia. Post the colonial rule, there has been a marked shift towards the English language being the aspirational goal to improve one's life at the expense of our native languages. This book provides a factual counter to many of the myths prevalent about the supposedly inescapable need for the English language and policy suggestions to address this problem. <br/><br/>While the book is loaded with data, the author's arguments primarily rest on three main aspects. First, that research consistently points to mother tongue education best for a child's cognitive, social, and cultural development. The best-performing countries in terms of GDP per capita have the highest form of education available in their native tongue. In contrast, the lowest-performing ones have their education in a foreign language. These countries also use their mother tongue for science, technology, higher education, law, and business.<br/><br/>Second, the systematic state policy of pushing English as the only language for the highest echelons of the government, be it the courts, administrative services, or the armed forces, presents a glass ceiling for most citizens of India. They neither have the means nor the environment to acclimatize to a foreign language. This results in active discrimination by the state against its citizens and penalizes them for not knowing a language not native to them.<br/><br/>Third, with the advent of the IT sector, there is a demand for  English fluent candidates, even while MNCs worldwide work and hire in the local languages of the countries they operate in. This forcing of English for supposed economic benefits is both culturally and economically devastating. It leads to the increased devaluation and erasure of Indian languages. They're slowly being relegated to being languages of literature.<br/><br/>To be clear, the author doesn't recommend an overhaul of the English language altogether, nor adopt a new standard or uniform language. Instead, he provides various solutions to address this problem from the primary to senior levels. For example, changing the importance of English from a medium of instruction to only a language used for communication would go a long way in strengthening our hold and confidence in our languages. He also provides suggestions for uniform scripts which can be easily translated across languages and mentions the role technology can play in bridging this gap. <br/><br/>Finally, the author goes through case studies of different countries that have adopted their native languages for their usage. Most notable among these is Israel, which revived Hebrew (an almost dead language). Within a century, it has one of the best technical universities in the world. Other examples include China and Japan. <br/><br/>This book serves only as a starting point to understand the enormous implications of language policies on our populace. At the very least, it should make us step back and think about the path we are heading as unwitting proponents of the English language.<br/><br/>",,,1,0
29146098,City of Victory: The Rise and Fall of Vijayanagara,Ratnakar Sadasyula,"Sadasyula, Ratnakar",,"=""""","=""""",3,3.63,Samvit ,Kindle Edition,194,2016,,2022/01/23,2021/12/30,,,read,"City of Victory is a concise historical summary of the rise and fall of one of Bharat's greatest empires, the Vijayanagara empire. The author provides a blow-by-blow account of the battles, culture, lifestyle, arts, and other aspects of the kingdom, which spanned over 300 years.<br/><br/>Before delving into the formation of the empire, we are given a brief historical account of the various Islamic invasions and their steady capture of different kingdoms in the north before proceeding south. <br/><br/>As the Khalji and Tughlaq dynasty conquered the Deccan region by defeating the Hoysala, Kakatiya, and Yadava kingdoms, the Vijayanagara kingdom was founded in 1336 to fight the Muslim invasion of South India.<br/><br/>Harirhara I and Bukka Raya founded this empire under the able guidance of their patron saint Vidyaranya Swamy. From its founding, the empire reached its peak under the great Krishna Deva Raya and ultimately met its fall at the battle of Talikota. <br/><br/>The murky waters of managing a kingdom, the constant battles between their primary opponents, the Bahamani Sultans and other Hindu kings to gain territory, and the various alliances formed make it a stimulating read. All is not black and white when it comes to managing an empire, and at multiple points, the Vijayanagara kings allied against Bahamanis to defeat a common enemy. <br/><br/>The empire commanded a vast army, artillery, cavalry, and war elephants at its peak. It delivered crushing defeats to the Bahamanis and other kingdoms, thus playing a crucial role as the Hindu bastion of the South. One also sees a recurring theme of forts and the Tungabhadra river being the most vital parts to be captured and where the power center lay.<br/><br/>Many Vijayanagara kings, most notably Krishna Deva Raya, were patrons of arts, including literature and Carnatic music, and this period is considered the golden age of Telugu literature. The capital city Hampi was a thriving cultural center, and some of the most outstanding scholars and writers of the era assembled there. There was also a flourishing sea trade with China, and exports included cotton, spices, jewelry, and perfumes. <br/><br/>The author also explains that the caste system, untouchability, and sati were quite common. However, it did not play a significant role in the administration and the military. Although the rulers were primarily Shaivites, there was religious toleration for all religions.<br/><br/>The fall of this great empire comes at the battle of Talikota, which the author primarily attributes to the short-sightedness of the rulers, post-Krishna Deva Raya's demise, in trying to play the Sultans against each other. The Bahamanis waged a joint campaign against the empire. They razed the city, its temples, and its forts to the ground and massacred thousands of people in the process.	<br/><br/>A fascinating tale of the rise and fall of a Hindu empire from which many lessons can be learned and adapted for today's circumstances.",,,1,0
367596,"Manias, Panics, and Crashes: A History of Financial Crises (Wiley Investment Classics)",Charles P. Kindleberger,"Kindleberger, Charles P.",,"=""0471389455""","=""9780471389453""",0,3.93,Wiley,Paperback,304,2000,1978,,2021/12/31,to-read,to-read (#46),to-read,,,,0,0
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",0,3.95,Penguin Press,Hardcover,480,2014,2014,,2016/07/28,to-read,to-read (#45),to-read,,,,0,0
55450673,Cownomics,Arti  Agarwal,"Agarwal, Arti",,"=""""","=""""",4,4.40,Arti Agarwal,Kindle Edition,229,2021,2021,2021/12/29,2021/12/26,,,read,"Cownomics is a stimulating read on the importance of the Cow in Indian civilization and the need to re-center our society around the Cow. Arti Agarwal provides a concise research-based summary of the challenges in today's world due to meat consumption and the ecosystem enabling it.<br/><br/>The Cow has been worshipped and revered since the Vedic times in India. Its utility and impact on the wellbeing of family and society are immeasurable. Hence, it is bewildering to realize that such a society is now one of the leading exporters of beef in the world. The author painstakingly details the root cause of this degeneration in this book. <br/><br/>From the Cow being a sentient being, to the carbon footprint due to the cattle and dairy industry, the economic and environmental cost to produce the meat that we consume, the poisoning of our food, air, soil, and water as a result of harmful agricultural practices, the clearing of the rainforests, the exploitation of animals by the food and leather industry and the immeasurable suffering caused, and the cost to human life due to the working conditions, etc., we are presented a barrage of sobering facts which get mind-numbing after a point. The scale at which we exploit natural resources has reached stratospheric levels and will cause irreversible damage unless we drastically change our anything-for-profit approach.<br/><br/>The author also explains the remarkable characteristics of the Cow and how everything it generates can be used for fertilizers, biogas, producing clean energy, medicinal purposes, etc. With ""Cownomics,"" she posits a framework that can be developed to live a sustainable, humane, ethical, and environmentally conscious way of life centered around the Cow.<br/><br/>One interesting aspect was the author's coinage of the term ""karmic footprint"" of an activity, which she defines as the measure of the amount of violence, suffering, or pain that action has caused to living beings. Including the Karmic footprint in our cost-benefit analysis would make us re-think many of our existing systems.<br/><br/>A thought-provoking read on the urgent need to change our habits and, more importantly, our approach to life itself if we are to have any hope of sustaining on this planet.",,,1,0
3639742,On Hinduism: Reviews and reflections,Ram Swarup,"Swarup, Ram",David Frawley,"=""818599062X""","=""9788185990620""",0,4.60,Voice of India,Paperback,259,2000,2000,,2021/12/27,to-read,to-read (#44),to-read,,,,0,0
57486844,"Good News India: Ordinary Indians, Extraordinary Triumphs",D.V. Sridharan,"Sridharan, D.V.",,"=""9390358361""","=""9789390358366""",4,4.47,Bloomsbury India,Kindle Edition,227,2021,2021,2021/12/25,2021/12/06,,,read,"We live in an increasingly digital world today (metaverse anyone?) and have the power of the internet in the palm of our hands. This also means that we have access to breaking news events happening anywhere in the world at our fingertips, within a few seconds of the events unfolding. It is, thus, easy to forget that as recently as two decades ago, the source of news media was primarily the monopoly of either state-owned news channels or private organizations with their agendas. This was particularly acute in India, and one would be hard-pressed to find anything but morbidity in the news reported and consumed by millions back then.<br/><br/>It was this depressing scenario that the author D.V Sridharan decided to question as he wondered how this country continues to endure when nothing seems to be proper here. Are we just a bunch of people who whine and complain? Surely, there must be good samaritans there contributing to this great country and civilization?<br/><br/>Armed with these questions, at the age of 58, he decided to travel across the length and breadth of the country, hoping to find answers and document them. Between 2000 and 2006, Sridharan discovered the people who made India tick and recorded their work in his blog - goodnewsindia.com. Some of the best stories from that website are what constitute this book. One must say that the stories definitely inspire anyone who cares for this country and its success.<br/><br/>The people DV encounters range from Anna Hazare, who energized the villagers of his town Ralegaon to bring back its glory, to Saalumarada Thimmakka, who, along with her husband, planted trees and cared for them like her own children. We learn about The Banyan's service in restoring the confidence of abandoned women and showing how to be humane and the Bishnois, who are the world's first environmentalists, and their ferocious protection of nature around them. <br/><br/>There are many stories of organizations started by individuals to restore agricultural practices, restore an ecosystem from arid and drylands, and preserve and promote nature. One which was particularly noteworthy was Sulabh, an organization dedicated to eradicating the practice of manual scavenging. A common theme among these people is that they were all inspired by Mahatma Gandhi. There has been a lot of revision on how Gandhi is looked at in recent years, but the fact remains that he was a colossal figure responsible for creating grassroots leaders who solved complex problems.<br/><br/>The author ends by reminding us how he hopes these stories inspire people to start their own initiatives and not take them as assertions that all is well with India. He also speaks about his ""point of return"" theory of how human life must consist of venturing and returning, and wisdom lies in knowing when to do both. In these tumultuous times, Good News India breathes optimism into the air again. ",,,1,0
50033255,"Genetics and the Aryan debate: ""Early Indians"" Tony Joseph's Latest Assault",Shrikant G. Talageri,"Talageri, Shrikant G.",Koenraad Elst,"=""9385485210""","=""9789385485213""",5,4.11,Voice of India ,Paperback,2019,2019,2019,2021/12/06,2021/11/13,,,read,"Since its inception, the Aryan Invasion Theory (AIT) has taken various twists and turns and has been responsible for debates in multiple spheres like academia, literature, etc. Owing to India's unique history, unlike other countries, there have been intense political disputes and consequences with deep-rooted ramifications due to the AIT. Our history books still teach AIT as the primary theory of how we acquired our languages and culture. Few people are even aware of the alternative approach known as the Out of India Theory (OIT) and how it counters the AIT.<br/><br/>Traditionally the debate has been discussed on three academic disciplines: Linguistics, Archaeology, and Inscriptional data. In its latest iteration, a new field has come into play: Genetics. In this book, Shri Shrikant Talageri produces a detailed and highly critical response to a book named ""Early Indians"" written by Tony Joseph, who argues that the AIT has been conclusively proved due to genetic evidence uncovered in 2018.<br/><br/>The author does a fantastic job of meticulously dissecting every ""evidence"" propounded by Tony Joseph by countering it with factual data and calling out the propaganda underlying the arguments of the former. Whether it be migration patterns, genetic evidence, chronological evidence, textual evidence in the Rig Veda, geographical evidence of the rivers mentioned, and even the evidence on horses, Shri Shrikant Talageri proves how genetics has no bearing on the debate of the Homeland, i.e., the common origin of the Indo-European languages. <br/><br/>Throughout the book, the author decisively proves the case for OIT and uses the genetic evidence to further establish how OIT makes even more sense now, instead of the contrary.<br/><br/>What was gratifying about the book was the easy-to-understand manner he explains and provides context to the debate. A word of appreciation should also be given to Shri Koenraad Elst, who, in his foreword, beautifully articulates the history of this debate and its implications and the approach both sides should be taking as academics and not indulge in mudslinging.<br/><br/>A must-read for not just AIT/OIT enthusiasts but anyone interested in the origins of where we came from.",,,1,0
